tournament_year,match_id,match_date,home_team,away_team,home_win_odds,draw_odds,away_win_odds,handicap,handicap_home_odds,handicap_draw_odds,handicap_away_odds,captured_at,source,result
2022,321,2022-11-20 19:00:00,Qatar,Ecuador,3.7,3.11,2.27,,,,,2022-11-21 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Away Win
2022,327,2022-11-21 16:00:00,England,Iran,1.37,4.78,10.46,,,,,2022-11-21 21:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Home Win
2022,322,2022-11-21 19:00:00,Senegal,Netherlands,6.34,3.72,1.65,,,,,2022-11-22 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Away Win
2022,328,2022-11-21 22:00:00,USA,Wales,2.49,3.12,3.22,,,,,2022-11-22 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Draw
2022,333,2022-11-22 13:00:00,Argentina,Saudi Arabia,1.12,9.95,28.62,,,,,2022-11-22 18:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Away Win
2022,339,2022-11-22 16:00:00,Denmark,Tunisia,1.57,3.99,6.8,,,,,2022-11-22 21:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Draw
2022,334,2022-11-22 19:00:00,Mexico,Poland,2.48,3.14,3.21,,,,,2022-11-23 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Draw
2022,340,2022-11-22 22:00:00,France,Australia,1.22,7.28,13.56,,,,,2022-11-23 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Home Win
2022,351,2022-11-23 13:00:00,Morocco,Croatia,3.73,3.28,2.19,,,,,2022-11-23 18:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Draw
2022,345,2022-11-23 16:00:00,Germany,Japan,1.43,4.93,7.53,,,,,2022-11-23 21:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Away Win
2022,346,2022-11-23 19:00:00,Spain,Costa Rica,1.16,8.97,17.57,,,,,2022-11-24 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Home Win
2022,352,2022-11-23 22:00:00,Belgium,Canada,1.59,4.13,6.1,,,,,2022-11-24 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Home Win
2022,357,2022-11-24 13:00:00,Switzerland,Cameroon,1.82,3.46,5.08,,,,,2022-11-24 18:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Home Win
2022,363,2022-11-24 16:00:00,Uruguay,South Korea,1.79,3.56,5.21,,,,,2022-11-24 21:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-2,Draw
2022,364,2022-11-24 19:00:00,Portugal,Ghana,1.32,5.68,10.18,,,,,2022-11-25 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,358,2022-11-24 22:00:00,Brazil,Serbia,1.46,4.59,7.69,,,,,2022-11-25 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,329,2022-11-25 13:00:00,Wales,Iran,2.09,3.22,4.14,,,,,2022-11-25 18:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,323,2022-11-25 16:00:00,Qatar,Senegal,5.56,3.62,1.73,,,,,2022-11-25 21:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,324,2022-11-25 19:00:00,Netherlands,Ecuador,1.83,3.44,5.11,,,,,2022-11-26 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,330,2022-11-25 22:00:00,England,USA,1.46,4.31,8.38,,,,,2022-11-26 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,341,2022-11-26 13:00:00,Tunisia,Australia,2.2,3.39,3.53,,,,,2022-11-26 18:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,335,2022-11-26 16:00:00,Poland,Saudi Arabia,1.73,3.71,5.41,,,,,2022-11-26 21:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,342,2022-11-26 19:00:00,France,Denmark,1.79,3.65,5.06,,,,,2022-11-27 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,336,2022-11-26 22:00:00,Argentina,Mexico,1.54,4.02,7.4,,,,,2022-11-27 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,347,2022-11-27 13:00:00,Japan,Costa Rica,1.48,4.37,7.7,,,,,2022-11-27 18:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,353,2022-11-27 16:00:00,Belgium,Morocco,1.88,3.53,4.62,,,,,2022-11-27 21:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,354,2022-11-27 19:00:00,Croatia,Canada,2.17,3.28,3.76,,,,,2022-11-28 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,348,2022-11-27 22:00:00,Spain,Germany,2.55,3.47,2.84,,,,,2022-11-28 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,359,2022-11-28 13:00:00,Cameroon,Serbia,5.41,3.84,1.71,,,,,2022-11-28 18:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,365,2022-11-28 16:00:00,South Korea,Ghana,2.8,3.12,2.82,,,,,2022-11-28 21:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,360,2022-11-28 19:00:00,Brazil,Switzerland,1.49,4.26,7.93,,,,,2022-11-29 00:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,366,2022-11-28 22:00:00,Portugal,Uruguay,1.94,3.37,4.58,,,,,2022-11-29 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,325,2022-11-29 18:00:00,Ecuador,Senegal,2.46,3.08,3.31,,,,,2022-11-29 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,326,2022-11-29 18:00:00,Netherlands,Qatar,1.2,7.32,15.08,,,,,2022-11-29 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,331,2022-11-29 22:00:00,Wales,England,9.23,4.44,1.43,,,,,2022-11-30 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,332,2022-11-29 22:00:00,Iran,USA,4.17,3.49,1.99,,,,,2022-11-30 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,343,2022-11-30 18:00:00,Australia,Denmark,6.96,5.06,1.45,,,,,2022-11-30 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,344,2022-11-30 18:00:00,Tunisia,France,6.44,3.94,1.6,,,,,2022-11-30 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,337,2022-11-30 22:00:00,Poland,Argentina,7.84,4.62,1.45,,,,,2022-12-01 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,338,2022-11-30 22:00:00,Saudi Arabia,Mexico,5.3,4.32,1.63,,,,,2022-12-01 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,355,2022-12-01 18:00:00,Croatia,Belgium,3.08,3.43,2.41,,,,,2022-12-01 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,356,2022-12-01 18:00:00,Canada,Morocco,5.06,3.49,1.83,,,,,2022-12-01 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,349,2022-12-01 22:00:00,Japan,Spain,7.39,4.57,1.47,,,,,2022-12-02 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,350,2022-12-01 22:00:00,Costa Rica,Germany,22.48,11.48,1.09,,,,,2022-12-02 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,367,2022-12-02 18:00:00,Ghana,Uruguay,4.44,3.88,1.83,,,,,2022-12-02 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,368,2022-12-02 18:00:00,South Korea,Portugal,4.38,3.85,1.83,,,,,2022-12-02 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,361,2022-12-02 22:00:00,Serbia,Switzerland,2.63,3.39,2.82,,,,,2022-12-03 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,362,2022-12-02 22:00:00,Cameroon,Brazil,8.37,5.37,1.37,,,,,2022-12-03 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,369,2022-12-03 18:00:00,Netherlands,USA,1.91,3.43,4.63,,,,,2022-12-03 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,370,2022-12-03 22:00:00,Argentina,Australia,1.3,6.37,9.35,,,,,2022-12-04 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,371,2022-12-04 18:00:00,France,Poland,1.39,4.9,9.16,,,,,2022-12-04 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,372,2022-12-04 22:00:00,England,Senegal,1.62,3.75,6.72,,,,,2022-12-05 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,373,2022-12-05 18:00:00,Japan,Croatia,3.86,3.31,2.11,,,,,2022-12-05 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,374,2022-12-05 22:00:00,Brazil,South Korea,1.23,6.82,13.38,,,,,2022-12-06 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,375,2022-12-06 18:00:00,Morocco,Spain,6.15,3.85,1.63,,,,,2022-12-06 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,376,2022-12-06 22:00:00,Portugal,Switzerland,1.88,3.62,4.47,,,,,2022-12-07 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,377,2022-12-09 18:00:00,Croatia,Brazil,8.65,4.82,1.41,,,,,2022-12-09 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,378,2022-12-09 22:00:00,Netherlands,Argentina,3.86,3.15,2.2,,,,,2022-12-10 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
2022,379,2022-12-10 18:00:00,Morocco,Portugal,6.21,3.86,1.63,,,,,2022-12-10 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,380,2022-12-10 22:00:00,England,France,3.07,3.14,2.55,,,,,2022-12-11 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Away Win
2022,381,2022-12-13 22:00:00,Argentina,Croatia,2.0,3.11,4.77,,,,,2022-12-14 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,382,2022-12-14 22:00:00,France,Morocco,1.6,3.89,6.59,,,,,2022-12-15 03:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,383,2022-12-17 18:00:00,Croatia,Morocco,2.33,3.58,3.09,,,,,2022-12-17 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Home Win
2022,384,2022-12-18 18:00:00,Argentina,France,2.68,3.14,2.93,,,,,2022-12-18 23:00:00,https://www.oddsportal.com/football/world/world-cup-2022/results/#ajax-page-1,Draw
